head,relation,tail
感生电场,appears_in,第三节 涡流、电磁阻尼和电磁驱动
感应电动势,appears_in,第三节 涡流、电磁阻尼和电磁驱动
涡流,appears_in,第三节 涡流、电磁阻尼和电磁驱动
电磁阻尼,appears_in,第三节 涡流、电磁阻尼和电磁驱动
电磁驱动,appears_in,第三节 涡流、电磁阻尼和电磁驱动
互感,appears_in,第四节 互感和自感
自感,appears_in,第四节 互感和自感
自感电动势,appears_in,第四节 互感和自感
自感系数（电感）,appears_in,第四节 互感和自感
磁场的能量储存,appears_in,第四节 互感和自感
应用楞次定律判断感应电流方向,appears_in,第四节 互感和自感
观察开关闭合时灯泡的发光情况,appears_in,第四节 互感和自感
用电流传感器显示自感对电流的影响,appears_in,第四节 互感和自感
交变电流,appears_in,第一节 交变电流
直流电流,appears_in,第一节 交变电流
正弦式交变电流,appears_in,第一节 交变电流
峰值,appears_in,第一节 交变电流
感应电动势,appears_in,第一节 交变电流
交流发电机,appears_in,第一节 交变电流
使用右手定则判断感应电流方向,appears_in,第一节 交变电流
观察交变电流方向的实验,appears_in,第一节 交变电流
周期,appears_in,第二节 交变电流的描述
频率,appears_in,第二节 交变电流的描述
角频率,appears_in,第二节 交变电流的描述
峰值,appears_in,第二节 交变电流的描述
有效值,appears_in,第二节 交变电流的描述
正弦式交变电流表达式,appears_in,第二节 交变电流的描述
感抗,appears_in,第二节 交变电流的描述
容抗,appears_in,第二节 交变电流的描述
变压器,appears_in,第三节 变压器
原线圈,appears_in,第三节 变压器
副线圈,appears_in,第三节 变压器
互感现象,appears_in,第三节 变压器
理想变压器,appears_in,第三节 变压器
变压器电压与匝数关系,appears_in,第三节 变压器
升压变压器与降压变压器,appears_in,第三节 变压器
变压器效率,appears_in,第三节 变压器
探究变压器原、副线圈电压与匝数的关系,appears_in,第三节 变压器
控制变量法,appears_in,第三节 变压器
某机床把380V降到36V，如果原线圈1440匝，求副线圈匝数。,appears_in,第三节 变压器
输电线路功率损失,appears_in,第四节 电能的输送
输电线电阻,appears_in,第四节 电能的输送
高压输电,appears_in,第四节 电能的输送
电网,appears_in,第四节 电能的输送
变压器升压与降压,appears_in,第四节 电能的输送
利用 P=UI 与 P=I^2 r 进行输电分析,appears_in,第四节 电能的输送
采用 110 kV 高压输电，输送电功率为 4800 kW 的电能，求输电导线中的电流。,appears_in,第四节 电能的输送
振荡电流,appears_in,第一节 电磁振荡
振荡电路,appears_in,第一节 电磁振荡
LC振荡电路,appears_in,第一节 电磁振荡
电磁振荡,appears_in,第一节 电磁振荡
电场能与磁场能的相互转化,appears_in,第一节 电磁振荡
振荡周期与频率,appears_in,第一节 电磁振荡
观察振荡电路中电压的波形,appears_in,第一节 电磁振荡
在LC振荡电路中，线圈L的自感系数为30 μH，可调电容器C的可调范围为1.2~270 pF。求振荡电路的频率范围。,appears_in,第一节 电磁振荡
变化的磁场产生电场,appears_in,第二节 电磁场与电磁波
变化的电场产生磁场,appears_in,第二节 电磁场与电磁波
电磁场,appears_in,第二节 电磁场与电磁波
电磁波,appears_in,第二节 电磁场与电磁波
电磁波与光的统一性,appears_in,第二节 电磁场与电磁波
赫兹发现电磁波的实验,appears_in,第二节 电磁场与电磁波
基于场的分析方法,appears_in,第二节 电磁场与电磁波
赫兹在1886年的实验中观察到了什么现象？为什么说这个现象让他捕捉到了电磁波？,appears_in,第二节 电磁场与电磁波
电磁波的发射条件,appears_in,第三节 无线电波的发射和接收
开放电路,appears_in,第三节 无线电波的发射和接收
天线与地线,appears_in,第三节 无线电波的发射和接收
载波,appears_in,第三节 无线电波的发射和接收
调制,appears_in,第三节 无线电波的发射和接收
调幅（AM）,appears_in,第三节 无线电波的发射和接收
调频（FM）,appears_in,第三节 无线电波的发射和接收
电谐振,appears_in,第三节 无线电波的发射和接收
调谐,appears_in,第三节 无线电波的发射和接收
解调,appears_in,第三节 无线电波的发射和接收
运用电谐振选择信号,appears_in,第三节 无线电波的发射和接收
我国第一颗人造卫星用20.009 MHz和19.995 MHz的电磁波发送信号，求这两种电磁波的波长。,appears_in,第三节 无线电波的发射和接收
电磁波谱,appears_in,第四节 电磁波谱
无线电波,appears_in,第四节 电磁波谱
红外线,appears_in,第四节 电磁波谱
可见光,appears_in,第四节 电磁波谱
紫外线,appears_in,第四节 电磁波谱
X射线,appears_in,第四节 电磁波谱
γ射线,appears_in,第四节 电磁波谱
微波,appears_in,第四节 电磁波谱
根据波长或频率比较电磁波性质,appears_in,第四节 电磁波谱
能够引起人的视觉的电磁波波长范围是多少？,appears_in,第四节 电磁波谱
传感器,appears_in,第一节 认识传感器
敏感元件,appears_in,第一节 认识传感器
转换元件,appears_in,第一节 认识传感器
物理传感器,appears_in,第一节 认识传感器
化学传感器,appears_in,第一节 认识传感器
生物传感器,appears_in,第一节 认识传感器
干簧管,appears_in,第一节 认识传感器
传感器应用模式,appears_in,第一节 认识传感器
什么是传感器？它的作用是什么？,appears_in,第一节 认识传感器
传感器,appears_in,第二节 常见传感器的工作原理及应用
光敏电阻,appears_in,第二节 常见传感器的工作原理及应用
热敏电阻,appears_in,第二节 常见传感器的工作原理及应用
金属热电阻,appears_in,第二节 常见传感器的工作原理及应用
电阻应变片,appears_in,第二节 常见传感器的工作原理及应用
电容式位移传感器,appears_in,第二节 常见传感器的工作原理及应用
霍尔效应,appears_in,第二节 常见传感器的工作原理及应用
霍尔元件,appears_in,第二节 常见传感器的工作原理及应用
通过电阻变化判断物理量变化,appears_in,第二节 常见传感器的工作原理及应用
观察光敏电阻特性,appears_in,第二节 常见传感器的工作原理及应用
观察热敏电阻特性,appears_in,第二节 常见传感器的工作原理及应用
传感器,appears_in,第三节 利用传感器制作简单的自动控制装置
干簧管,appears_in,第三节 利用传感器制作简单的自动控制装置
继电器,appears_in,第三节 利用传感器制作简单的自动控制装置
发光二极管LED,appears_in,第三节 利用传感器制作简单的自动控制装置
光敏电阻,appears_in,第三节 利用传感器制作简单的自动控制装置
晶体三极管,appears_in,第三节 利用传感器制作简单的自动控制装置
自动控制电路,appears_in,第三节 利用传感器制作简单的自动控制装置
门窗防盗报警装置制作实验,appears_in,第三节 利用传感器制作简单的自动控制装置
光控开关实验,appears_in,第三节 利用传感器制作简单的自动控制装置
扩散,relates_to,分子的无规则运动
布朗运动,relates_to,分子的无规则运动
热运动,relates_to,分子的无规则运动
物体由大量分子组成,prerequisites_for,分子动理论基本内容
分子的无规则运动,prerequisites_for,分子动理论基本内容
分子间作用力,prerequisites_for,分子动理论基本内容
观察炭粒的布朗运动,verifies,布朗运动
观察炭粒的布朗运动,verifies,分子的无规则运动
单分子油膜,is_a,油膜法估测分子大小
宏观量测微观量,prerequisites_for,油膜法估测分子大小
建立物理模型与合理估算,prerequisites_for,油膜法估测分子大小
用油膜法估测油酸分子的大小,verifies,油膜法估测分子大小
油膜法估测分子大小,relates_to,分子大小数量级
随机事件,is_a,统计规律
气体分子无规则运动,prerequisites_for,气体分子速率分布规律
分子热运动,prerequisites_for,气体压强的微观解释
模拟气体压强产生机理实验,verifies,气体压强的微观解释
气体分子速率分布规律,relates_to,分子热运动
分子动能,relates_to,分子热运动的平均动能
分子热运动的平均动能,relates_to,温度的微观含义
分子势能,relates_to,分子间作用力
分子势能,relates_to,分子间距离与势能关系
分子间距离与势能关系,relates_to,分子间作用力
分子热运动的平均动能,prerequisites_for,温度的微观含义
摄氏温标,is_a,温标
热力学温标,is_a,温标
热平衡,prerequisites_for,温度
热力学系统,prerequisites_for,状态参量
平衡态,relates_to,热平衡
温度,relates_to,热力学温标
压强与体积的反比关系,is_a,玻意耳定律
气体的等温变化,prerequisites_for,压强与体积的反比关系
等温线,relates_to,压强与体积的反比关系
探究气体等温变化的规律,verifies,玻意耳定律
用传感器探究气体等温变化规律,verifies,玻意耳定律
用图像分析物理量关系,prerequisites_for,玻意耳定律
盖-吕萨克定律,is_a,气体的等压变化
查理定律,is_a,气体的等容变化
气体的等压变化,prerequisites_for,盖-吕萨克定律
气体的等容变化,prerequisites_for,查理定律
盖-吕萨克定律,prerequisites_for,理想气体状态方程
查理定律,prerequisites_for,理想气体状态方程
理想模型,prerequisites_for,理想气体
理想气体,prerequisites_for,理想气体状态方程
气体的等容变化,relates_to,气体的等压变化
单晶体,is_a,晶体
多晶体,is_a,晶体
晶体,relates_to,各向异性
非晶体,relates_to,各向同性
晶体的微观结构,prerequisites_for,晶体
石墨结构,relates_to,金刚石结构
观察玻璃和云母片上石蜡熔化区域的形状,verifies,各向异性
观察玻璃和云母片上石蜡熔化区域的形状,verifies,各向同性
观察肥皂膜和棉线的变化,verifies,液体的表面张力
观察毛细现象,verifies,毛细现象
浸润,is_a,毛细现象
不浸润,is_a,毛细现象
液体的表面张力,relates_to,毛细现象
焦耳实验1（重物搅拌水升温）,verifies,做功引起的内能变化
焦耳实验2（电流加热液体）,verifies,功与热的等效性
空气压缩引火仪观察硝化棉自燃,verifies,绝热过程
做功引起的内能变化,is_a,内能
热量与内能的变化,is_a,内能
绝热过程,prerequisites_for,做功引起的内能变化
做功引起的内能变化,relates_to,热量与内能的变化
辨析能量转化与能量转移,prerequisites_for,热量与内能的变化
辨析能量转化与能量转移,prerequisites_for,做功引起的内能变化
内能,prerequisites_for,热力学第一定律
做功,prerequisites_for,热力学第一定律
传热,prerequisites_for,热力学第一定律
绝热过程,is_a,做功
热动说,relates_to,热质说
焦耳实验,verifies,热力学第一定律
伦福德炮筒镗孔实验,verifies,热动说
机械能守恒,is_a,能量守恒定律
热力学第一定律,is_a,能量守恒定律
能量形式相互转化,relates_to,能量守恒定律
能量与质量的关系,relates_to,能量守恒定律
能量守恒定律,prerequisites_for,永动机不可能制成
克劳修斯表述,is_a,热力学第二定律
开尔文表述,is_a,热力学第二定律
不可逆过程,prerequisites_for,热力学第二定律
微观态与宏观态,prerequisites_for,熵
熵,prerequisites_for,熵增加原理
熵,relates_to,热力学第二定律
熵增加原理,relates_to,不可逆过程
能量耗散,relates_to,热力学第二定律
热机,relates_to,开尔文表述
黑体辐射,is_a,黑体
黑体辐射,prerequisites_for,黑体辐射实验规律
能量子,prerequisites_for,能量量子化
能量量子化,relates_to,宏观能量连续性
紫外线照射锌板的光电效应演示,verifies,光电效应
图4.2-1光电效应研究实验,verifies,截止频率
图4.2-1光电效应研究实验,verifies,饱和电流
图4.2-1光电效应研究实验,verifies,遏止电压
光电子,is_a,光电效应
逸出功,relates_to,截止频率
光子能量,prerequisites_for,爱因斯坦光电效应方程
光子的动量,prerequisites_for,康普顿效应
核式结构模型,is_a,原子核
阴极射线,prerequisites_for,电子
比荷,prerequisites_for,电子
电子,relates_to,电荷量子化
α粒子散射实验,prerequisites_for,核式结构模型
α粒子散射实验,verifies,核式结构模型
α粒子散射实验,verifies,原子核
通过散射确定结构的方法,prerequisites_for,核式结构模型
线状谱,is_a,光谱
连续谱,is_a,光谱
特征谱线,relates_to,能级
频率条件,prerequisites_for,跃迁
能级,prerequisites_for,跃迁
跃迁,prerequisites_for,特征谱线
玻尔原子模型,prerequisites_for,巴耳末公式
玻尔原子模型,relates_to,电子云
物质波,is_a,德布罗意假设
德布罗意假设,prerequisites_for,德布罗意关系式
电子束晶体衍射实验,verifies,物质波
波粒二象性,relates_to,德布罗意假设
物质波,prerequisites_for,波动力学
矩阵力学,prerequisites_for,量子力学
波动力学,prerequisites_for,量子力学
矩阵力学,is_a,量子力学
波动力学,is_a,量子力学
α射线,is_a,天然放射现象
β射线,is_a,天然放射现象
γ射线,is_a,天然放射现象
放射性,prerequisites_for,天然放射现象
质子,prerequisites_for,电荷数 Z
中子,prerequisites_for,质量数 A
电荷数 Z,relates_to,质量数 A
同位素,relates_to,电荷数 Z
同位素,relates_to,质量数 A
α衰变,is_a,放射性衰变
β衰变,is_a,放射性衰变
α衰变,relates_to,质量数守恒
α衰变,relates_to,电荷数守恒
β衰变,relates_to,电荷数守恒
质量数守恒,prerequisites_for,核反应方程书写方法
电荷数守恒,prerequisites_for,核反应方程书写方法
放射性同位素,relates_to,示踪原子
强相互作用,is_a,四种基本相互作用
弱相互作用,is_a,四种基本相互作用
质能方程,prerequisites_for,质量亏损
质量亏损,prerequisites_for,结合能
结合能,relates_to,比结合能
核裂变,prerequisites_for,链式反应
链式反应,prerequisites_for,临界质量
慢化剂,prerequisites_for,核反应堆
控制棒,prerequisites_for,核反应堆
核反应堆,prerequisites_for,核电站
热核反应,is_a,核聚变
磁约束,relates_to,惯性约束
强子,is_a,粒子分类
轻子,is_a,粒子分类
规范玻色子,is_a,粒子分类
希格斯玻色子,is_a,粒子分类
反粒子,relates_to,轻子
强子,relates_to,夸克
夸克,prerequisites_for,夸克禁闭
夸克,prerequisites_for,粒子物理标准模型
强子,prerequisites_for,粒子物理标准模型
轻子,prerequisites_for,粒子物理标准模型
规范玻色子,prerequisites_for,粒子物理标准模型
希格斯玻色子,prerequisites_for,粒子物理标准模型
第一节 分子动理论的基本内容,is_part_of,第一章 分子动理论
第二节 实验:用油膜法估测油酸分子的大小,is_part_of,第一章 分子动理论
第三节 分子运动速率分布规律,is_part_of,第一章 分子动理论
第四节 分子动能和分子势能,is_part_of,第一章 分子动理论
第一节 温度和温标,is_part_of,第二章 气体、固体和液体
第二节 气体的等温变化,is_part_of,第二章 气体、固体和液体
第三节 气体的等压变化和等容变化,is_part_of,第二章 气体、固体和液体
第四节 固体,is_part_of,第二章 气体、固体和液体
第五节 液体,is_part_of,第二章 气体、固体和液体
第一节 功、热和内能的改变,is_part_of,第三章 热力学定律
第二节 热力学第一定律,is_part_of,第三章 热力学定律
第三节 能量守恒定律,is_part_of,第三章 热力学定律
第四节 热力学第二定律,is_part_of,第三章 热力学定律
第一节 普朗克黑体辐射理论,is_part_of,第四章 原子结构和波粒二象性
第二节 光电效应,is_part_of,第四章 原子结构和波粒二象性
第三节 原子的核式结构模型,is_part_of,第四章 原子结构和波粒二象性
第四节 氢原子光谱和玻尔的原子模型,is_part_of,第四章 原子结构和波粒二象性
第五节 粒子的波动性和量子力学的建立,is_part_of,第四章 原子结构和波粒二象性
第一节 原子核的组成,is_part_of,第五章 原子核
第二节 放射性元素的衰变,is_part_of,第五章 原子核
第三节 核力与结合能,is_part_of,第五章 原子核
第四节 核裂变与核聚变,is_part_of,第五章 原子核
第五节 “基本”粒子,is_part_of,第五章 原子核
第一章 分子动理论,is_part_of,选择性必修三
第二章 气体、固体和液体,is_part_of,选择性必修三
第三章 热力学定律,is_part_of,选择性必修三
第四章 原子结构和波粒二象性,is_part_of,选择性必修三
第五章 原子核,is_part_of,选择性必修三
物体由大量分子组成,appears_in,第一节 分子动理论的基本内容
分子的无规则运动,appears_in,第一节 分子动理论的基本内容
扩散,appears_in,第一节 分子动理论的基本内容
布朗运动,appears_in,第一节 分子动理论的基本内容
热运动,appears_in,第一节 分子动理论的基本内容
分子间作用力,appears_in,第一节 分子动理论的基本内容
分子动理论基本内容,appears_in,第一节 分子动理论的基本内容
观察炭粒的布朗运动,appears_in,第一节 分子动理论的基本内容
油膜法估测分子大小,appears_in,第二节 实验:用油膜法估测油酸分子的大小
单分子油膜,appears_in,第二节 实验:用油膜法估测油酸分子的大小
分子大小数量级,appears_in,第二节 实验:用油膜法估测油酸分子的大小
宏观量测微观量,appears_in,第二节 实验:用油膜法估测油酸分子的大小
建立物理模型与合理估算,appears_in,第二节 实验:用油膜法估测油酸分子的大小
用油膜法估测油酸分子的大小,appears_in,第二节 实验:用油膜法估测油酸分子的大小
把一片尺寸为10 cm × 20 cm、质量为36 g的塑料薄膜放在密度1.2×10^3 kg/m^3的盐水中悬浮，求薄膜厚度。,appears_in,第二节 实验:用油膜法估测油酸分子的大小
随机事件,appears_in,第三节 分子运动速率分布规律
统计规律,appears_in,第三节 分子运动速率分布规律
气体分子无规则运动,appears_in,第三节 分子运动速率分布规律
气体分子速率分布规律,appears_in,第三节 分子运动速率分布规律
气体压强的微观解释,appears_in,第三节 分子运动速率分布规律
分子热运动,appears_in,第三节 分子运动速率分布规律
统计分析方法,appears_in,第三节 分子运动速率分布规律
模拟气体压强产生机理实验,appears_in,第三节 分子运动速率分布规律
分子动能,appears_in,第四节 分子动能和分子势能
分子热运动的平均动能,appears_in,第四节 分子动能和分子势能
温度的微观含义,appears_in,第四节 分子动能和分子势能
分子势能,appears_in,第四节 分子动能和分子势能
分子间作用力,appears_in,第四节 分子动能和分子势能
分子间距离与势能关系,appears_in,第四节 分子动能和分子势能
内能,appears_in,第四节 分子动能和分子势能
宏观与微观对应分析,appears_in,第四节 分子动能和分子势能
在一个密闭容器内有一滴15℃的水，过一段时间后蒸发成水蒸气，温度仍为15℃。它的内能是否发生变化？为什么？,appears_in,第四节 分子动能和分子势能
热力学系统,appears_in,第一节 温度和温标
状态参量,appears_in,第一节 温度和温标
平衡态,appears_in,第一节 温度和温标
热平衡,appears_in,第一节 温度和温标
热平衡定律,appears_in,第一节 温度和温标
温度,appears_in,第一节 温度和温标
温标,appears_in,第一节 温度和温标
摄氏温标,appears_in,第一节 温度和温标
热力学温标,appears_in,第一节 温度和温标
温度计,appears_in,第一节 温度和温标
气体的等温变化,appears_in,第二节 气体的等温变化
压强与体积的反比关系,appears_in,第二节 气体的等温变化
玻意耳定律,appears_in,第二节 气体的等温变化
等温线,appears_in,第二节 气体的等温变化
用图像分析物理量关系,appears_in,第二节 气体的等温变化
探究气体等温变化的规律,appears_in,第二节 气体的等温变化
用传感器探究气体等温变化规律,appears_in,第二节 气体的等温变化
在“探究气体等温变化的规律”实验中，小王认为两组数据 p 和 V 的乘积几乎相等，因此体现了反比规律；小李认为若 p-1/V 图像延长线不经过原点，则不符合反比规律。你怎么看？,appears_in,第二节 气体的等温变化
气体的等压变化,appears_in,第三节 气体的等压变化和等容变化
盖-吕萨克定律,appears_in,第三节 气体的等压变化和等容变化
气体的等容变化,appears_in,第三节 气体的等压变化和等容变化
查理定律,appears_in,第三节 气体的等压变化和等容变化
理想气体,appears_in,第三节 气体的等压变化和等容变化
理想气体状态方程,appears_in,第三节 气体的等压变化和等容变化
理想模型,appears_in,第三节 气体的等压变化和等容变化
利用气体实验定律进行状态量推算,appears_in,第三节 气体的等压变化和等容变化
晶体,appears_in,第四节 固体
非晶体,appears_in,第四节 固体
各向异性,appears_in,第四节 固体
各向同性,appears_in,第四节 固体
单晶体,appears_in,第四节 固体
多晶体,appears_in,第四节 固体
晶体的微观结构,appears_in,第四节 固体
石墨结构,appears_in,第四节 固体
金刚石结构,appears_in,第四节 固体
观察玻璃和云母片上石蜡熔化区域的形状,appears_in,第四节 固体
某人通过对两个等距点温度升高相同，判断薄片为非晶体。该结论是否科学？为什么？,appears_in,第四节 固体
液体的表面张力,appears_in,第五节 液体
浸润,appears_in,第五节 液体
不浸润,appears_in,第五节 液体
毛细现象,appears_in,第五节 液体
液晶,appears_in,第五节 液体
观察肥皂膜和棉线的变化,appears_in,第五节 液体
观察毛细现象,appears_in,第五节 液体
绝热过程,appears_in,第一节 功、热和内能的改变
内能,appears_in,第一节 功、热和内能的改变
做功引起的内能变化,appears_in,第一节 功、热和内能的改变
热量与内能的变化,appears_in,第一节 功、热和内能的改变
功与热的等效性,appears_in,第一节 功、热和内能的改变
焦耳实验1（重物搅拌水升温）,appears_in,第一节 功、热和内能的改变
焦耳实验2（电流加热液体）,appears_in,第一节 功、热和内能的改变
空气压缩引火仪观察硝化棉自燃,appears_in,第一节 功、热和内能的改变
辨析能量转化与能量转移,appears_in,第一节 功、热和内能的改变
内能,appears_in,第二节 热力学第一定律
做功,appears_in,第二节 热力学第一定律
传热,appears_in,第二节 热力学第一定律
热力学第一定律,appears_in,第二节 热力学第一定律
绝热过程,appears_in,第二节 热力学第一定律
热动说,appears_in,第二节 热力学第一定律
热质说,appears_in,第二节 热力学第一定律
焦耳实验,appears_in,第二节 热力学第一定律
伦福德炮筒镗孔实验,appears_in,第二节 热力学第一定律
压缩汽缸里的空气，对空气做了900 J的功，同时汽缸向外散热210 J，空气的内能改变多少？,appears_in,第二节 热力学第一定律
能量守恒定律,appears_in,第三节 能量守恒定律
机械能守恒,appears_in,第三节 能量守恒定律
热力学第一定律,appears_in,第三节 能量守恒定律
永动机不可能制成,appears_in,第三节 能量守恒定律
能量形式相互转化,appears_in,第三节 能量守恒定律
能量与质量的关系,appears_in,第三节 能量守恒定律
能量守恒分析方法,appears_in,第三节 能量守恒定律
下面的设想是否符合能量守恒定律？（1）利用永久磁铁间的作用力造永动机；（2）无动力系统的船在水面行驶；（3）通过太阳照射使飞机不带燃料飞行。,appears_in,第三节 能量守恒定律
热力学第二定律,appears_in,第四节 热力学第二定律
克劳修斯表述,appears_in,第四节 热力学第二定律
开尔文表述,appears_in,第四节 热力学第二定律
不可逆过程,appears_in,第四节 热力学第二定律
孤立系统,appears_in,第四节 热力学第二定律
熵,appears_in,第四节 热力学第二定律
熵增加原理,appears_in,第四节 热力学第二定律
微观态与宏观态,appears_in,第四节 热力学第二定律
能量耗散,appears_in,第四节 热力学第二定律
热机,appears_in,第四节 热力学第二定律
黑体,appears_in,第一节 普朗克黑体辐射理论
黑体辐射,appears_in,第一节 普朗克黑体辐射理论
黑体辐射实验规律,appears_in,第一节 普朗克黑体辐射理论
能量子,appears_in,第一节 普朗克黑体辐射理论
普朗克常量,appears_in,第一节 普朗克黑体辐射理论
能量量子化,appears_in,第一节 普朗克黑体辐射理论
宏观能量连续性,appears_in,第一节 普朗克黑体辐射理论
从实验规律归纳物理模型,appears_in,第一节 普朗克黑体辐射理论
可见光波长 400 nm 与 760 nm 的电磁辐射的能量子 ε 分别是多少？,appears_in,第一节 普朗克黑体辐射理论
光电效应,appears_in,第二节 光电效应
光电子,appears_in,第二节 光电效应
截止频率,appears_in,第二节 光电效应
饱和电流,appears_in,第二节 光电效应
遏止电压,appears_in,第二节 光电效应
逸出功,appears_in,第二节 光电效应
光子能量,appears_in,第二节 光电效应
爱因斯坦光电效应方程,appears_in,第二节 光电效应
光子的动量,appears_in,第二节 光电效应
康普顿效应,appears_in,第二节 光电效应
波粒二象性,appears_in,第二节 光电效应
紫外线照射锌板的光电效应演示,appears_in,第二节 光电效应
图4.2-1光电效应研究实验,appears_in,第二节 光电效应
根据光电效应方程分析实验规律,appears_in,第二节 光电效应
在光电效应实验中，如果入射光的波长确定而强度增加，将产生什么结果？如果入射光的频率增加，将产生什么结果？,appears_in,第二节 光电效应
阴极射线,appears_in,第三节 原子的核式结构模型
电子,appears_in,第三节 原子的核式结构模型
比荷,appears_in,第三节 原子的核式结构模型
电荷量子化,appears_in,第三节 原子的核式结构模型
汤姆孙原子模型,appears_in,第三节 原子的核式结构模型
α粒子散射实验,appears_in,第三节 原子的核式结构模型
核式结构模型,appears_in,第三节 原子的核式结构模型
原子核,appears_in,第三节 原子的核式结构模型
通过散射确定结构的方法,appears_in,第三节 原子的核式结构模型
α粒子散射实验,appears_in,第三节 原子的核式结构模型
光谱,appears_in,第四节 氢原子光谱和玻尔的原子模型
线状谱,appears_in,第四节 氢原子光谱和玻尔的原子模型
连续谱,appears_in,第四节 氢原子光谱和玻尔的原子模型
特征谱线,appears_in,第四节 氢原子光谱和玻尔的原子模型
光谱分析,appears_in,第四节 氢原子光谱和玻尔的原子模型
巴耳末公式,appears_in,第四节 氢原子光谱和玻尔的原子模型
能级,appears_in,第四节 氢原子光谱和玻尔的原子模型
定态,appears_in,第四节 氢原子光谱和玻尔的原子模型
激发态与基态,appears_in,第四节 氢原子光谱和玻尔的原子模型
跃迁,appears_in,第四节 氢原子光谱和玻尔的原子模型
频率条件,appears_in,第四节 氢原子光谱和玻尔的原子模型
玻尔原子模型,appears_in,第四节 氢原子光谱和玻尔的原子模型
电子云,appears_in,第四节 氢原子光谱和玻尔的原子模型
利用光谱识别元素,appears_in,第四节 氢原子光谱和玻尔的原子模型
波粒二象性,appears_in,第五节 粒子的波动性和量子力学的建立
德布罗意假设,appears_in,第五节 粒子的波动性和量子力学的建立
德布罗意关系式,appears_in,第五节 粒子的波动性和量子力学的建立
物质波,appears_in,第五节 粒子的波动性和量子力学的建立
电子衍射,appears_in,第五节 粒子的波动性和量子力学的建立
电子束晶体衍射实验,appears_in,第五节 粒子的波动性和量子力学的建立
早期量子论,appears_in,第五节 粒子的波动性和量子力学的建立
矩阵力学,appears_in,第五节 粒子的波动性和量子力学的建立
波动力学,appears_in,第五节 粒子的波动性和量子力学的建立
薛定谔方程,appears_in,第五节 粒子的波动性和量子力学的建立
量子力学,appears_in,第五节 粒子的波动性和量子力学的建立
放射性,appears_in,第一节 原子核的组成
天然放射现象,appears_in,第一节 原子核的组成
α射线,appears_in,第一节 原子核的组成
β射线,appears_in,第一节 原子核的组成
γ射线,appears_in,第一节 原子核的组成
电离作用,appears_in,第一节 原子核的组成
威尔逊云室,appears_in,第一节 原子核的组成
质子,appears_in,第一节 原子核的组成
中子,appears_in,第一节 原子核的组成
核子,appears_in,第一节 原子核的组成
电荷数 Z,appears_in,第一节 原子核的组成
质量数 A,appears_in,第一节 原子核的组成
同位素,appears_in,第一节 原子核的组成
放射性衰变,appears_in,第二节 放射性元素的衰变
α衰变,appears_in,第二节 放射性元素的衰变
β衰变,appears_in,第二节 放射性元素的衰变
γ射线,appears_in,第二节 放射性元素的衰变
质量数守恒,appears_in,第二节 放射性元素的衰变
电荷数守恒,appears_in,第二节 放射性元素的衰变
半衰期,appears_in,第二节 放射性元素的衰变
核反应,appears_in,第二节 放射性元素的衰变
放射性同位素,appears_in,第二节 放射性元素的衰变
示踪原子,appears_in,第二节 放射性元素的衰变
辐射安全,appears_in,第二节 放射性元素的衰变
核反应方程书写方法,appears_in,第二节 放射性元素的衰变
β射线是电子流。原子核中没有电子，为什么放射性核会放出β粒子？,appears_in,第二节 放射性元素的衰变
写出Po-210的β衰变方程。,appears_in,第二节 放射性元素的衰变
四种基本相互作用,appears_in,第三节 核力与结合能
强相互作用,appears_in,第三节 核力与结合能
弱相互作用,appears_in,第三节 核力与结合能
结合能,appears_in,第三节 核力与结合能
比结合能,appears_in,第三节 核力与结合能
质量亏损,appears_in,第三节 核力与结合能
质能方程,appears_in,第三节 核力与结合能
已知中子的质量 mn = 1.6749×10^-27 kg，质子的质量 mp = 1.6726×10^-27 kg，氘核质量 mD = 3.3436×10^-27 kg，求氘核的比结合能。,appears_in,第三节 核力与结合能
核裂变,appears_in,第四节 核裂变与核聚变
链式反应,appears_in,第四节 核裂变与核聚变
临界质量,appears_in,第四节 核裂变与核聚变
慢化剂,appears_in,第四节 核裂变与核聚变
控制棒,appears_in,第四节 核裂变与核聚变
核反应堆,appears_in,第四节 核裂变与核聚变
核电站,appears_in,第四节 核裂变与核聚变
核聚变,appears_in,第四节 核裂变与核聚变
热核反应,appears_in,第四节 核裂变与核聚变
磁约束,appears_in,第四节 核裂变与核聚变
惯性约束,appears_in,第四节 核裂变与核聚变
什么是核裂变？什么是链式反应？,appears_in,第四节 核裂变与核聚变
粒子分类,appears_in,第五节 “基本”粒子
强子,appears_in,第五节 “基本”粒子
轻子,appears_in,第五节 “基本”粒子
规范玻色子,appears_in,第五节 “基本”粒子
希格斯玻色子,appears_in,第五节 “基本”粒子
反粒子,appears_in,第五节 “基本”粒子
夸克,appears_in,第五节 “基本”粒子
夸克禁闭,appears_in,第五节 “基本”粒子
粒子物理标准模型,appears_in,第五节 “基本”粒子
判断下列说法是否正确。正确的画“√”，错误的画“×”。(1) 能够运动的物体就一定是生物。,tests_concept,生物与非生物的区分
判断下列说法是否正确。正确的画“√”，错误的画“×”。(1) 能够运动的物体就一定是生物。,tests_concept,生物的共同特征
判断下列说法是否正确。正确的画“√”，错误的画“×”。(2) 植物可以吸收氧气，释放出二氧化碳气体。,tests_concept,呼吸（生物能进行呼吸）
